,Thermo_republican,gender,age,government,interTrust,elecTrust,religion,relImportance,newReligion
6386,0,-1,67,1,4,3,12,5,4
6387,-9,-1,63,2,3,3,11,3,-1
6388,-9,-1,41,1,3,2,11,1,-1
6389,15,-6,75,1,2,4,1,2,-1
6390,0,-1,68,1,2,2,12,3,4
6391,0,-1,73,1,3,4,2,1,-1
6392,-9,-1,20,2,4,3,11,2,-1
6393,0,-1,31,1,3,4,9,5,-1
6394,0,-1,34,1,3,4,12,5,4
6395,100,-1,32,2,5,5,1,1,-1
6396,30,-1,50,1,3,3,12,4,4
6397,0,-1,-9,1,2,4,1,5,-1
6398,100,-1,33,2,4,3,11,3,-1
6399,90,-1,65,1,2,4,1,1,-1
6400,85,-1,71,1,2,4,1,2,-1
6401,70,-1,34,1,2,4,2,4,-1
6402,85,-1,54,1,2,2,12,2,3
6403,15,-1,66,1,4,4,1,1,-1
6404,40,-5,44,1,4,4,2,4,-1
6405,100,-6,52,1,2,5,9,5,-1
6406,0,-6,70,1,4,5,1,1,-1
6407,85,-1,34,1,2,3,12,3,3
6408,100,-1,43,1,3,3,11,4,-1
6409,0,-1,36,1,3,2,2,4,-1
6410,15,-1,58,1,3,3,11,4,-1
6411,70,-1,-9,1,3,3,11,2,-1
6412,0,-1,75,1,2,4,2,2,-1
6413,85,-1,53,1,5,3,11,1,-1
6414,30,-1,65,2,2,4,11,1,-1
6415,0,-1,52,1,3,5,12,3,3
6416,0,-1,35,1,2,3,9,5,-1
6417,100,-1,63,1,4,5,12,1,4
6418,60,-1,28,1,3,3,1,2,-1
6419,60,-1,33,1,4,2,1,4,-1
6420,100,-1,57,2,3,3,10,5,-1
6421,15,-6,65,1,3,4,12,3,3
6422,100,-5,65,2,4,-8,11,1,-1
6423,0,-1,48,1,3,5,7,5,-1
6424,0,-1,25,1,4,1,11,2,-1
6425,85,-1,64,1,3,3,2,1,-1
6426,0,-1,80,1,4,5,2,2,-1
6427,85,-1,49,2,5,2,11,1,-1
6428,0,-1,67,1,2,5,10,3,-1
6429,15,-1,59,1,2,3,2,2,-1
6430,60,-1,39,1,2,5,12,5,4
6431,0,-1,61,1,4,3,12,5,4
6432,0,-1,40,1,5,1,12,3,4
6433,30,-1,52,1,3,5,1,2,-1
6434,0,-1,46,1,2,4,12,4,4
6435,100,-1,51,2,4,4,11,3,-1
6436,0,-1,-9,1,2,5,1,2,-1
6437,85,-1,63,1,3,4,1,1,-1
6438,100,-1,31,2,2,2,2,4,-1
6439,100,-1,80,-9,2,3,11,1,-1
6440,100,-1,80,2,2,3,12,3,3
6441,0,-1,51,1,4,4,1,4,-1
6442,0,-1,59,1,2,4,1,1,-1
6443,0,-5,55,1,2,2,11,1,-1
6444,100,-6,29,1,3,1,12,5,3
6445,0,-5,20,1,4,2,11,4,-1
6446,70,-1,80,1,3,4,12,3,4
6447,60,-1,47,1,2,2,2,3,-1
6448,15,-1,28,1,2,2,12,5,4
6449,85,-1,48,1,2,1,1,3,-1
6450,0,-1,63,1,3,1,1,1,-1
6451,85,-1,33,1,5,1,10,5,-1
6452,15,-1,55,2,2,4,1,1,-1
6453,0,-1,29,1,3,3,11,4,-1
6454,100,-1,51,2,4,3,11,3,-1
6455,15,-1,38,1,2,5,1,1,-1
6456,70,-6,-9,1,2,5,1,1,-1
6457,-9,-1,80,1,2,5,1,1,-1
6458,40,-1,34,1,3,3,2,3,-1
6459,30,-1,43,2,4,3,12,1,4
6460,0,-1,41,2,2,5,10,3,-1
6461,70,-1,51,1,2,1,2,2,-1
6462,100,-1,58,1,3,3,11,4,-1
6463,0,-6,35,1,4,1,12,3,4
6464,60,-1,55,2,2,5,1,1,-1
6465,0,-1,35,1,2,5,1,4,-1
6466,0,-1,38,1,2,2,9,5,-1
6467,0,-1,39,1,4,3,1,3,-1
6468,100,-1,39,1,4,2,5,2,-1
6469,0,-1,60,1,4,3,12,5,2
6470,85,-1,56,-9,4,3,1,1,-1
6471,15,-6,60,2,3,3,12,2,3
6472,-9,-1,-9,1,3,4,1,1,-1
6473,0,-1,32,1,3,4,3,2,-1
6474,0,-1,24,1,3,3,4,1,-1
6475,30,-1,42,1,4,1,12,5,4
6476,15,-1,72,1,2,5,1,3,-1
6477,15,-1,35,1,2,3,1,2,-1
6478,85,-1,-9,1,2,2,12,1,3
6479,15,-1,30,1,5,2,11,1,-1
6480,100,-1,60,1,4,2,1,1,-1
6481,0,-1,71,1,3,4,2,2,-1
6482,0,-1,63,1,2,3,11,3,-1
6483,60,-1,33,1,3,4,2,2,-1
6484,100,-1,27,2,3,1,11,4,-1
6485,100,-1,44,1,4,2,2,3,-1
6486,0,-1,62,2,4,5,12,4,4
6487,100,-1,80,1,4,1,1,2,-1
6488,0,-1,63,1,4,4,11,3,-1
6489,70,-1,43,1,3,3,11,1,-1
6490,100,-6,78,1,2,3,1,1,-1
6491,100,-6,73,1,2,2,1,2,-1
6492,0,-1,18,1,2,5,12,3,3
6493,0,-1,31,1,3,3,2,2,-1
6494,15,-1,19,1,2,4,10,4,-1
6495,100,-1,70,2,4,3,1,1,-1
6496,30,-1,35,1,2,3,12,5,4
6497,0,-1,74,1,2,3,12,3,3
6498,85,-1,37,1,3,4,5,1,-1
6499,30,-1,37,1,3,3,11,1,-1
6500,0,-1,73,1,2,5,9,5,-1
6501,60,-1,57,1,2,4,2,2,-1
6502,0,-1,21,1,3,2,10,5,-1
6503,40,-1,29,1,2,4,2,4,-1
6504,100,-1,52,1,2,4,1,1,-1
6505,-9,-1,33,1,2,4,2,3,-1
6506,70,-1,40,1,2,4,2,2,-1
6507,-9,-1,80,2,2,4,10,4,-1
6508,0,-1,30,1,2,3,7,4,-1
6509,0,-1,29,1,3,3,12,3,3
6510,70,-1,40,1,3,2,2,4,-1
6511,0,-1,74,2,2,5,1,1,-1
6512,0,-1,25,1,3,3,10,5,-1
6513,100,-1,64,1,2,5,2,2,-1
6514,0,-1,50,1,4,3,12,5,1
6515,0,-1,48,1,4,1,11,3,-1
6516,70,-1,25,1,5,1,12,4,3
6517,60,-1,80,2,3,5,2,1,-1
6518,70,-6,60,1,4,2,12,1,3
6519,70,-1,72,1,2,3,1,4,-1
6520,0,-5,69,1,3,2,1,1,-1
6521,-9,-1,19,2,4,4,11,4,-1
6522,0,-1,80,1,2,5,2,2,-1
6523,-9,-1,49,1,4,2,12,1,4
6524,75,-1,54,1,2,5,11,2,-1
6525,0,-1,46,1,3,2,12,5,2
6526,25,-1,80,1,2,5,1,1,-1
6527,50,-1,29,1,4,1,1,1,-1
6528,85,-1,27,1,4,3,12,3,3
6529,0,-1,23,1,4,4,2,4,-1
6530,100,-1,-9,2,2,4,4,1,-1
6531,0,-1,-9,1,3,4,1,1,-1
6532,100,-1,77,1,2,3,1,1,-1
6533,15,-1,68,1,2,4,2,3,-1
6534,85,-1,77,1,3,5,1,1,-1
6535,100,-1,80,1,4,3,1,1,-1
6536,100,-1,68,1,2,1,1,2,-1
6537,0,-1,73,1,2,5,12,5,4
6538,0,-1,36,2,2,5,12,4,1
6539,65,-1,26,1,2,3,11,2,-1
6540,70,-1,46,-9,4,2,1,1,-1
6541,70,-1,55,1,2,3,3,2,-1
6542,98,-1,35,2,3,3,10,5,-1
6543,0,-1,41,1,3,4,11,1,-1
6544,0,-1,26,2,3,4,12,4,3
6545,0,-1,-9,2,2,5,2,4,-1
6546,70,-6,65,-9,2,4,11,1,-1
6547,85,-6,80,1,4,2,1,1,-1
6548,0,-1,59,1,2,3,10,5,-1
6549,0,-1,58,1,3,5,11,2,-1
6550,100,-1,45,2,2,4,2,4,-1
6551,0,-1,-9,1,2,5,2,4,-1
6552,0,-1,53,1,2,5,11,1,-1
6553,0,-1,-9,1,3,4,3,3,-1
6554,0,-1,41,1,2,4,2,3,-1
6555,0,-1,34,1,2,4,12,4,4
6556,15,-1,36,1,3,1,2,1,-1
6557,40,-1,-9,1,2,2,12,5,4
6558,70,-1,69,1,2,2,1,4,-1
6559,-9,-1,29,1,4,4,12,5,4
6560,60,-1,30,1,3,2,1,5,-1
6561,15,-1,66,1,4,5,1,5,-1
6562,0,-1,75,1,2,3,5,2,-1
6563,40,-1,69,2,2,4,-9,4,-1
6564,70,-1,73,1,2,4,1,2,-1
6565,0,-1,52,1,2,3,11,2,-1
6566,80,-1,32,1,2,4,1,1,-1
6567,95,-1,76,1,2,5,1,1,-1
6568,85,-1,55,1,4,3,12,3,3
6569,85,-6,80,2,3,4,1,1,-1
6570,100,-1,28,1,2,3,1,3,-1
6571,0,-1,49,1,2,5,10,3,-1
6572,90,-1,52,1,2,4,1,1,-1
6573,0,-1,68,1,2,4,2,3,-1
6574,0,-1,19,1,2,4,12,3,3
6575,80,-1,80,1,4,4,1,3,-1
6576,30,-1,51,1,2,4,2,1,-1
6577,85,-1,77,1,2,4,1,1,-1
6578,70,-6,64,1,3,2,11,2,-1
6579,99,-1,65,1,4,3,11,1,-1
6580,100,-1,33,2,2,5,11,5,-1
6581,0,-1,30,1,2,4,10,4,-1
6582,85,-1,38,1,3,4,-9,1,-1
6583,55,-1,66,1,2,5,5,2,-1
6584,60,-1,20,2,3,3,4,1,-1
6585,85,-1,80,1,2,3,1,1,-1
6586,-9,-1,72,2,2,5,2,1,-1
6587,0,-1,67,1,3,4,2,1,-1
6588,100,-1,48,1,2,1,1,1,-1
6589,0,-1,21,1,2,2,9,5,-1
6590,85,-1,78,1,2,3,1,2,-1
6591,60,-1,34,1,2,2,2,1,-1
6592,85,-1,80,2,2,5,1,3,-1
6593,40,-6,34,2,3,2,12,3,3
6594,100,-1,41,1,3,3,1,3,-1
6595,0,-1,73,1,3,2,12,5,4
6596,0,-1,38,1,4,4,2,1,-1
6597,85,-1,69,2,4,4,1,3,-1
6598,100,-1,76,1,2,1,1,1,-1
6599,85,-1,53,1,2,1,12,4,3
6600,100,-1,49,1,2,5,2,1,-1
6601,0,-6,40,2,2,5,1,5,-1
6602,30,-1,80,1,4,5,1,1,-1
6603,0,-1,28,1,3,1,11,3,-1
6604,100,-1,57,1,4,3,11,2,-1
6605,0,-1,71,1,4,4,5,3,-1
6606,0,-1,38,1,2,5,12,5,2
6607,15,-6,79,-8,3,3,11,1,-1
6608,0,-1,36,2,2,5,10,4,-1
6609,0,-6,21,1,4,5,11,1,-1
6610,0,-1,42,1,2,4,5,5,-1
6611,60,-1,61,2,4,2,10,5,-1
6612,30,-1,53,1,3,5,1,1,-1
6613,-9,-1,-9,1,3,3,-9,4,-1
6614,15,-1,79,1,3,3,11,3,-1
6615,60,-1,63,1,3,3,1,3,-1
6616,0,-1,37,1,2,1,10,5,-1
6617,100,-6,64,1,4,5,1,1,-1
6618,0,-1,63,1,2,4,2,2,-1
6619,15,-1,56,1,2,5,2,2,-1
6620,30,-6,40,1,3,3,1,2,-1
6621,60,-1,56,1,2,2,1,3,-1
6622,0,-1,77,-9,2,5,12,5,4
6623,70,-1,26,1,4,2,12,4,4
6624,100,-1,80,1,2,5,1,1,-1
6625,0,-6,43,1,4,4,1,2,-1
6626,0,-6,28,1,2,3,11,2,-1
6627,15,-1,33,1,2,3,4,1,-1
6628,100,-1,67,1,4,3,1,2,-1
6629,0,-1,61,1,4,5,1,1,-1
6630,0,-1,48,1,4,2,2,3,-1
6631,85,-6,62,1,2,2,2,1,-1
6632,0,-1,55,1,3,4,1,1,-1
6633,100,-7,67,1,2,5,1,2,-1
6634,100,-1,36,2,2,1,12,1,3
6635,85,-1,78,1,3,2,2,2,-1
6636,0,-1,36,1,2,5,2,1,-1
6637,0,-1,64,1,2,5,2,2,-1
6638,95,-1,45,1,3,4,2,2,-1
6639,0,-1,38,1,4,1,11,2,-1
6640,100,-1,24,2,5,1,12,5,3
6641,85,-1,65,1,4,4,11,5,-1
6642,30,-6,-9,2,3,4,1,4,-1
6643,0,-1,37,1,2,5,2,4,-1
6644,70,-1,58,2,2,4,2,4,-1
6645,0,-1,62,1,3,5,12,4,3
6646,0,-1,44,1,2,3,7,5,-1
6647,40,-1,54,1,2,2,12,4,3
6648,0,-1,42,1,4,2,11,1,-1
6649,85,-1,37,2,4,2,12,4,4
6650,50,-1,-9,1,4,3,2,3,-1
6651,5,-1,32,1,3,4,12,4,2
6652,70,-1,67,1,2,3,12,3,3
6653,15,-1,19,1,2,2,2,1,-1
6654,15,-1,33,1,2,4,2,2,-1
6655,0,-6,63,1,3,4,11,2,-1
6656,100,-1,55,1,2,3,1,1,-1
6657,85,-1,-9,1,2,3,12,4,3
6658,15,-6,80,1,4,2,2,2,-1
6659,85,-1,27,1,2,3,1,1,-1
6660,40,-1,38,1,3,3,11,2,-1
6661,100,-1,46,2,4,5,12,5,4
6662,15,-1,48,1,3,3,1,1,-1
6663,0,-6,60,1,2,4,12,5,2
6664,0,-1,37,1,5,5,11,1,-1
6665,0,-1,49,1,4,4,11,1,-1
6666,0,-1,80,1,3,5,9,5,-1
6667,30,-7,39,1,4,2,3,3,-1
6668,0,-1,27,1,3,4,1,1,-1
6669,100,-1,61,2,2,5,11,1,-1
6670,0,-1,37,1,4,3,11,1,-1
6671,100,-1,69,2,3,1,3,2,-1
6672,20,-1,19,1,5,2,2,4,-1
6673,30,-1,55,2,2,4,2,3,-1
6674,15,-1,72,1,2,5,2,2,-1
6675,15,-1,20,1,2,3,12,5,4
6676,100,-1,65,1,2,5,1,1,-1
6677,0,-1,69,1,2,5,1,1,-1
6678,15,-1,79,1,2,5,1,1,-1
6679,0,-1,27,1,3,3,10,4,-1
6680,0,-1,53,1,3,5,1,5,-1
6681,100,-1,35,1,3,3,11,3,-1
6682,0,-1,59,1,4,2,2,2,-1
6683,0,-1,47,1,2,3,11,5,-1
6684,0,-1,39,1,3,2,2,3,-1
6685,90,-1,64,2,2,3,1,2,-1
6686,80,-1,76,1,2,5,1,1,-1
6687,15,-1,61,1,3,3,12,3,4
6688,85,-1,70,1,2,3,12,3,3
6689,-9,-1,80,-9,4,-9,5,1,-1
6690,85,-1,67,1,4,3,10,5,-1
6691,30,-1,24,1,2,2,10,5,-1
6692,100,-6,51,1,2,1,1,1,-1
6693,100,-1,34,1,2,3,11,1,-1
6694,0,-5,43,1,3,4,7,2,-1
6695,85,-1,51,2,3,4,11,2,-1
6696,85,-1,63,1,2,5,8,5,-1
6697,85,-6,37,1,2,4,2,2,-1
6698,0,-1,75,1,2,5,1,1,-1
6699,85,-1,71,1,2,4,12,3,3
6700,0,-6,27,1,3,3,12,5,4
6701,0,-1,80,1,4,5,10,5,-1
6702,0,-1,52,2,2,4,2,5,-1
6703,0,-1,68,1,2,4,2,4,-1
6704,0,-1,19,1,2,2,12,5,4
6705,0,-1,57,2,2,5,12,5,4
6706,0,-1,58,1,2,5,2,1,-1
6707,85,-1,40,2,2,4,2,5,-1
6708,70,-5,30,1,3,3,12,5,2
6709,70,-1,59,1,2,4,-9,2,-1
6710,40,-1,71,1,3,4,12,5,4
6711,70,-1,73,1,2,3,11,5,-1
6712,2,-1,-9,1,5,1,12,1,3
6713,80,-6,73,2,2,4,1,1,-1
6714,0,-1,68,1,4,1,5,5,-1
6715,100,-1,47,1,2,5,11,1,-1
6716,50,-1,63,1,5,1,12,3,3
6717,68,-1,48,1,3,3,12,4,3
6718,100,-1,59,1,3,2,2,3,-1
6719,0,-1,35,1,5,1,-9,1,-1
6720,0,-1,73,1,2,5,11,4,-1
6721,95,-1,56,1,4,5,2,4,-1
6722,0,-1,70,1,3,3,2,4,-1
6723,0,-1,80,1,3,5,9,5,-1
6724,50,-1,34,2,4,1,3,5,-1
6725,10,-1,72,1,3,4,2,4,-1
6726,40,-1,59,2,3,3,1,1,-1
6727,0,-1,61,1,4,4,1,2,-1
6728,15,-1,69,1,4,3,6,2,-1
6729,10,-6,-9,1,2,4,8,3,-1
6730,0,-1,74,1,3,4,12,5,4
6731,100,-6,50,1,4,1,2,1,-1
6732,15,-1,31,1,4,2,11,1,-1
6733,100,-6,62,1,2,5,1,1,-1
6734,0,-7,60,1,2,5,2,4,-1
6735,0,-6,63,1,4,5,1,2,-1
6736,0,-1,56,2,2,4,2,5,-1
6737,40,-1,32,1,4,3,9,5,-1
6738,15,-1,65,1,4,2,11,2,-1
6739,100,-1,59,1,3,4,11,2,-1
6740,0,-1,77,1,2,5,1,2,-1
6741,70,-1,69,-9,2,1,2,2,-1
6742,85,-1,26,2,2,4,12,2,3
6743,100,-1,-9,2,2,1,2,3,-1
6744,85,-1,38,2,4,4,12,3,3
6745,0,-1,30,1,3,4,1,1,-1
6746,0,-1,60,1,2,3,1,1,-1
6747,0,-1,36,1,4,3,12,5,4
6748,70,-1,68,1,2,5,1,1,-1
6749,0,-1,26,1,2,3,2,3,-1
6750,100,-1,80,1,4,4,12,4,2
6751,0,-1,32,1,2,5,12,5,4
6752,85,-1,-9,2,4,2,3,1,-1
6753,0,-6,80,1,3,1,3,4,-1
6754,-9,-1,31,1,5,1,11,1,-1
6755,85,-1,37,2,2,2,2,2,-1
6756,15,-1,26,2,3,3,11,4,-1
6757,100,-1,20,2,5,4,12,5,4
6758,70,-1,72,2,2,2,11,1,-1
6759,100,-1,65,2,2,2,1,3,-1
6760,85,-1,47,1,2,1,12,1,3
6761,-9,-1,18,2,3,3,-9,3,-1
6762,50,-1,27,1,4,3,11,3,-1
6763,70,-1,48,1,3,4,2,3,-1
6764,70,-7,74,1,2,3,2,3,-1
6765,85,-1,69,1,2,3,1,1,-1
6766,40,-1,52,2,3,5,11,1,-1
6767,100,-7,63,1,4,4,1,2,-1
6768,5,-1,58,1,2,4,10,5,-1
6769,70,-1,55,1,2,3,2,1,-1
6770,0,-1,80,1,1,4,12,4,3
6771,40,-1,46,1,2,3,12,4,3
6772,70,-1,77,1,2,3,1,1,-1
6773,0,-1,-9,1,2,1,11,2,-1
6774,100,-1,56,1,3,3,12,5,4
6775,0,-1,42,1,3,4,9,5,-1
6776,100,-1,63,1,2,5,12,2,3
6777,95,-1,24,1,2,5,10,5,-1
6778,100,-1,42,1,3,3,11,1,-1
6779,0,-1,67,2,2,5,1,5,-1
6780,0,-1,78,1,2,5,5,3,-1
6781,0,-1,65,1,2,4,2,3,-1
6782,10,-1,25,1,2,3,2,4,-1
6783,0,-1,24,1,2,5,1,4,-1
6784,65,-1,40,1,3,2,1,1,-1
6785,0,-1,60,1,5,3,2,1,-1
6786,90,-1,48,1,3,3,1,1,-1
6787,0,-1,32,1,4,3,11,1,-1
6788,70,-1,49,2,4,5,1,1,-1
6789,0,-1,71,1,3,4,11,2,-1
6790,30,-6,72,1,3,4,1,2,-1
6791,-9,-1,80,1,4,1,-9,1,-1
6792,30,-1,-9,-9,2,5,4,1,-1
6793,0,-1,70,1,2,4,11,3,-1
6794,0,-1,33,1,2,3,10,5,-1
6795,0,-1,34,1,3,3,12,3,4
6796,0,-1,80,1,4,2,11,2,-1
6797,-9,-6,54,1,4,1,12,2,4
6798,100,-1,53,1,3,4,1,1,-1
6799,0,-1,59,1,2,5,1,2,-1
6800,85,-1,38,1,4,3,12,3,4
6801,15,-1,27,2,4,1,7,3,-1
6802,90,-1,51,1,2,4,1,2,-1
6803,0,-6,53,1,2,4,12,4,4
6804,0,-1,31,1,3,4,10,4,-1
6805,85,-1,31,1,2,3,2,2,-1
6806,85,-1,75,1,3,3,2,3,-1
6807,0,-1,72,1,4,4,10,3,-1
6808,0,-1,34,1,2,5,10,5,-1
6809,0,-6,40,1,3,5,5,4,-1
6810,-9,-1,64,1,2,3,5,1,-1
6811,60,-1,21,2,3,3,11,3,-1
6812,70,-1,-9,1,3,3,1,1,-1
6813,0,-1,53,1,2,4,11,1,-1
6814,15,-1,61,1,4,3,-9,3,-1
6815,100,-1,80,2,2,5,2,1,-1
6816,15,-1,65,1,2,5,11,1,-1
6817,15,-7,25,1,2,4,10,5,-1
6818,0,-1,64,1,4,4,10,4,-1
6819,0,-1,-9,1,2,4,11,1,-1
6820,0,-1,70,1,2,5,2,3,-1
6821,85,-1,58,1,4,2,1,1,-1
6822,0,-1,67,1,2,4,2,2,-1
6823,100,-6,58,1,4,2,2,1,-1
6824,0,-1,65,1,2,5,1,1,-1
6825,100,-6,76,1,3,4,11,1,-1
6826,65,-1,32,1,2,3,2,1,-1
6827,100,-1,45,2,2,1,1,1,-1
6828,70,-1,52,1,5,1,10,1,-1
6829,100,-1,34,1,4,3,12,3,3
6830,70,-6,21,1,5,3,12,3,3
6831,85,-1,59,1,2,4,1,2,-1
6832,10,-1,57,1,2,5,11,1,-1
6833,40,-1,80,2,3,3,2,1,-1
6834,0,-1,68,1,3,5,1,1,-1
6835,100,-1,76,2,2,5,1,1,-1
6836,85,-6,80,1,3,4,1,1,-1
6837,0,-1,62,1,2,5,10,5,-1
6838,0,-1,75,1,2,4,1,3,-1
6839,50,-1,26,1,4,3,9,3,-1
6840,100,-1,62,1,2,5,11,1,-1
6841,0,-1,36,1,3,3,9,5,-1
6842,100,-1,40,2,2,4,12,5,4
6843,15,-1,42,1,2,4,12,5,2
6844,100,-1,52,1,2,4,2,3,-1
6845,0,-1,63,1,3,3,2,3,-1
6846,75,-1,40,1,3,3,5,1,-1
6847,100,-1,69,2,2,2,11,1,-1
6848,15,-6,29,1,4,5,12,4,4
6849,85,-1,68,1,4,3,12,3,3
6850,40,-6,-9,1,3,3,1,2,-1
6851,100,-1,72,1,2,2,1,2,-1
6852,-9,-6,40,1,4,3,11,2,-1
6853,40,-1,69,1,4,5,1,1,-1
6854,0,-1,62,1,3,4,1,3,-1
6855,0,-1,56,1,3,2,2,3,-1
6856,40,-1,70,1,3,3,1,2,-1
6857,50,-1,46,1,3,4,12,4,4
6858,0,-1,63,1,2,4,12,5,2
6859,75,-1,33,1,3,5,2,2,-1
6860,0,-1,30,1,4,2,1,1,-1
6861,0,-1,36,1,3,3,12,5,2
6862,0,-1,48,1,4,3,1,2,-1
6863,100,-1,31,1,3,3,2,2,-1
6864,90,-1,65,1,2,1,1,2,-1
6865,100,-6,57,1,2,1,3,1,-1
6866,100,-1,58,2,3,3,11,1,-1
6867,85,-1,31,1,3,2,10,5,-1
6868,15,-6,46,1,4,4,7,5,-1
6869,0,-1,77,1,2,5,5,5,-1
6870,100,-1,73,2,2,4,12,3,4
6871,0,-1,20,1,4,1,6,2,-1
6872,50,-1,30,1,4,1,9,5,-1
6873,0,-6,80,1,2,5,11,2,-1
6874,0,-1,63,1,2,5,1,1,-1
6875,60,-1,59,1,2,5,2,2,-1
6876,0,-1,66,1,2,5,9,5,-1
6877,50,-6,80,1,3,3,11,3,-1
6878,10,-1,37,1,2,2,11,4,-1
6879,70,-1,50,2,4,5,4,2,-1
6880,0,-1,27,1,3,3,3,1,-1
6881,0,-1,23,1,3,2,10,5,-1
6882,0,-1,30,1,3,2,11,5,-1
6883,0,-1,32,2,3,3,4,3,-1
6884,0,-1,65,1,2,4,2,2,-1
6885,60,-1,45,1,2,5,11,1,-1
6886,30,-1,60,1,2,4,11,1,-1
6887,85,-6,21,1,3,3,12,4,1
6888,-9,-1,68,1,4,4,1,1,-1
6889,80,-1,40,1,2,2,12,4,4
6890,0,-7,49,1,3,3,11,1,-1
6891,0,-1,20,1,3,3,5,4,-1
6892,70,-1,51,2,2,5,1,1,-1
6893,0,-1,42,2,3,4,12,5,4
6894,0,-1,56,1,3,3,12,1,3
6895,100,-1,21,1,4,3,2,1,-1
6896,100,-1,35,1,3,2,1,2,-1
6897,85,-1,32,1,4,1,12,3,4
6898,0,-1,41,1,2,4,12,5,3
6899,50,-6,20,2,5,3,6,3,-1
6900,15,-1,67,2,2,3,1,1,-1
6901,85,-1,19,1,3,1,1,1,-1
6902,0,-1,23,1,3,3,7,4,-1
6903,70,-1,50,1,3,4,12,1,3
6904,15,-1,34,1,3,4,11,3,-1
6905,35,-1,35,1,2,4,12,4,4
6906,100,-1,42,1,2,4,1,1,-1
6907,100,-1,-9,1,2,3,1,1,-1
6908,0,-1,28,1,4,4,4,1,-1
6909,0,-1,33,2,2,5,7,3,-1
6910,100,-6,75,2,4,1,2,1,-1
6911,0,-1,41,1,2,4,12,5,4
6912,0,-1,61,1,3,5,1,1,-1
6913,0,-1,32,1,3,4,12,5,4
6914,30,-6,42,1,3,5,10,5,-1
6915,100,-1,34,2,4,2,3,1,-1
6916,0,-6,49,1,2,4,7,4,-1
6917,30,-6,64,1,3,4,2,1,-1
6918,15,-1,38,2,2,3,12,2,4
6919,15,-6,65,2,2,5,1,1,-1
6920,0,-1,36,1,3,5,10,5,-1
6921,0,-1,66,1,3,3,1,1,-1
6922,100,-1,71,1,5,1,11,2,-1
6923,0,-1,32,1,2,5,12,5,4
6924,100,-1,65,1,3,1,11,1,-1
6925,100,-1,54,1,2,3,11,1,-1
6926,60,-1,51,1,3,4,11,3,-1
6927,0,-1,38,1,3,2,11,1,-1
6928,0,-1,-9,1,3,4,1,3,-1
6929,40,-1,44,1,5,2,12,4,3
6930,15,-1,60,1,3,3,1,1,-1
6931,15,-1,46,1,2,5,12,3,3
6932,0,-1,72,2,2,4,1,1,-1
6933,15,-1,22,2,2,3,10,4,-1
6934,100,-1,69,1,2,2,2,3,-1
6935,0,-1,74,1,2,5,1,4,-1
6936,0,-1,73,1,2,5,2,3,-1
6937,20,-1,77,1,2,3,1,1,-1
6938,0,-1,73,1,3,5,2,5,-1
6939,0,-1,51,1,2,4,9,5,-1
6940,100,-1,59,2,2,1,11,2,-1
6941,90,-1,70,1,3,3,1,4,-1
6942,100,-1,53,1,2,4,2,2,-1
6943,40,-1,75,1,2,4,2,2,-1
6944,100,-1,50,1,4,1,12,5,4
6945,40,-1,80,1,2,4,2,2,-1
6946,70,-6,43,1,3,3,2,2,-1
6947,0,-1,80,1,3,5,5,4,-1
6948,0,-1,80,1,2,4,1,2,-1
6949,30,-1,34,1,3,3,2,3,-1
6950,0,-1,67,-9,2,5,1,2,-1
6951,0,-1,57,1,2,3,12,4,4
6952,70,-6,64,1,2,4,1,2,-1
6953,0,-1,51,1,3,5,1,2,-1
6954,15,-1,56,1,2,3,2,1,-1
6955,85,-1,42,1,2,1,1,1,-1
6956,0,-1,-9,1,3,4,10,5,-1
6957,0,-1,74,1,2,4,2,1,-1
6958,0,-1,66,1,4,5,1,3,-1
6959,85,-1,44,1,3,4,1,2,-1
6960,0,-6,27,1,2,4,10,5,-1
6961,40,-1,25,1,4,2,10,5,-1
6962,100,-1,51,1,3,2,1,1,-1
6963,85,-1,52,1,2,3,2,2,-1
6964,100,-1,73,1,3,1,2,1,-1
6965,30,-1,35,1,2,4,10,5,-1
6966,0,-1,43,1,3,1,12,5,4
6967,0,-1,45,2,3,4,2,2,-1
6968,0,-1,-9,1,3,2,11,2,-1
6969,0,-1,27,1,4,3,9,5,-1
6970,70,-6,27,1,2,2,6,3,-1
6971,100,-1,37,1,3,4,11,1,-1
6972,100,-1,52,2,2,4,11,2,-1
6973,70,-1,73,1,2,2,2,3,-1
6974,51,-1,40,1,4,4,1,4,-1
6975,15,-1,71,1,4,4,2,2,-1
6976,90,-1,-9,1,2,5,1,1,-1
6977,0,-1,30,1,2,3,12,5,1
6978,0,-1,26,1,3,5,12,4,3
6979,0,-1,29,1,4,4,1,5,-1
6980,15,-6,51,2,4,3,11,4,-1
6981,60,-1,57,1,2,1,2,5,-1
6982,85,-1,52,1,4,3,2,4,-1
6983,-9,-1,75,1,2,5,1,3,-1
6984,0,-1,25,1,4,1,3,2,-1
6985,85,-1,-9,1,3,3,11,1,-1
6986,3,-1,48,1,2,5,12,4,3
6987,30,-1,30,1,4,3,6,1,-1
6988,70,-6,25,1,4,1,12,5,4
6989,15,-1,39,1,5,1,12,2,3
6990,15,-1,21,1,4,5,9,5,-1
6991,40,-1,32,1,2,4,11,3,-1
6992,0,-1,30,1,4,3,10,5,-1
6993,50,-6,52,1,5,3,2,2,-1
