,Thermo_republican,gender,age,government,interTrust,elecTrust,religion,relImportance,newReligion
1739,80,-1,26,2,4,3,11,2,-1
1740,0,-1,74,1,2,5,2,3,-1
1741,0,-1,42,1,4,1,3,4,-1
1742,70,-1,49,2,4,2,2,4,-1
1743,60,-6,27,1,2,4,1,1,-1
1744,0,-1,53,1,2,5,12,4,4
1745,85,-1,64,1,3,1,11,4,-1
1746,100,-1,61,2,2,3,1,4,-1
1747,0,-1,26,1,2,4,9,5,-1
1748,100,-1,66,1,3,4,1,1,-1
1749,50,-1,-9,1,2,5,1,1,-1
1750,0,-6,29,1,3,1,12,2,3
1751,85,-1,57,1,2,3,1,1,-1
1752,85,-1,66,1,2,3,2,2,-1
1753,30,-1,25,2,3,3,2,3,-1
1754,0,-1,36,1,3,3,11,2,-1
1755,0,-1,31,1,4,3,3,1,-1
1756,0,-1,70,1,2,5,2,5,-1
1757,15,-1,42,1,2,3,12,4,3
1758,0,-1,75,1,2,3,1,2,-1
1759,0,-1,57,1,2,5,2,4,-1
1760,0,-1,-9,1,5,3,2,1,-1
1761,0,-1,61,1,2,5,1,3,-1
1762,0,-1,63,1,3,4,11,3,-1
1763,100,-1,80,1,2,4,1,1,-1
1764,15,-1,80,1,2,5,1,2,-1
1765,70,-1,58,2,3,3,2,1,-1
1766,0,-1,50,1,3,3,11,1,-1
1767,0,-1,38,1,5,3,11,2,-1
1768,100,-1,64,2,2,4,1,3,-1
1769,0,-1,62,1,3,5,2,3,-1
1770,0,-1,64,1,2,4,10,4,-1
1771,100,-1,45,1,3,3,11,2,-1
1772,0,-1,59,1,4,4,10,3,-1
1773,15,-1,75,1,2,4,1,2,-1
1774,40,-1,80,1,4,1,11,1,-1
1775,50,-1,23,1,3,2,10,5,-1
1776,0,-1,55,1,3,4,1,2,-1
1777,70,-1,63,1,2,1,12,2,3
1778,100,-1,80,1,2,5,2,3,-1
1779,60,-1,61,1,3,5,1,1,-1
1780,30,-1,74,2,3,5,1,2,-1
1781,15,-1,41,1,3,4,2,1,-1
1782,100,-1,34,1,5,2,12,4,3
1783,15,-1,42,2,2,5,2,3,-1
1784,0,-1,64,1,3,4,12,2,3
1785,0,-1,38,1,3,2,2,5,-1
1786,0,-6,32,1,4,1,-9,5,-1
1787,0,-1,53,1,3,3,11,3,-1
1788,100,-1,65,2,3,5,1,1,-1
1789,70,-1,80,1,4,3,2,2,-1
1790,0,-1,71,1,3,3,2,2,-1
1791,70,-1,66,1,4,4,4,1,-1
1792,0,-1,63,1,3,4,1,1,-1
1793,100,-1,55,1,2,4,11,2,-1
1794,100,-6,55,1,2,4,11,3,-1
1795,85,-1,46,1,2,4,4,1,-1
1796,-9,-1,65,1,2,1,11,1,-1
1797,-9,-1,49,1,3,3,11,1,-1
1798,0,-1,69,1,2,5,1,4,-1
1799,15,-1,-9,1,3,4,11,1,-1
1800,100,-1,57,1,2,2,11,1,-1
1801,85,-6,80,1,2,4,1,2,-1
1802,70,-1,55,1,2,2,1,2,-1
1803,0,-1,78,2,4,4,11,5,-1
1804,100,-1,26,1,5,2,12,5,4
1805,100,-1,66,1,2,1,1,2,-1
1806,0,-1,41,1,4,2,12,2,3
1807,0,-6,29,1,3,2,12,5,2
1808,0,-1,79,1,4,5,10,5,-1
1809,0,-1,71,1,2,5,1,1,-1
1810,0,-1,24,1,2,5,12,4,2
1811,90,-1,63,1,2,4,1,2,-1
1812,100,-1,42,2,3,4,3,2,-1
1813,0,-1,43,1,2,2,11,1,-1
1814,0,-1,66,1,2,4,11,2,-1
1815,0,-1,56,1,2,5,10,5,-1
1816,100,-1,68,1,3,4,4,1,-1
1817,50,-6,60,1,3,3,1,3,-1
1818,85,-1,-9,1,4,3,11,2,-1
1819,85,-6,58,1,3,3,2,2,-1
1820,0,-1,79,1,2,4,1,4,-1
1821,100,-1,36,1,3,2,12,5,3
1822,100,-1,36,1,4,3,12,5,4
1823,0,-1,80,2,2,4,2,1,-1
1824,85,-1,74,1,2,4,11,3,-1
1825,15,-1,65,1,4,4,1,3,-1
1826,85,-1,58,2,2,3,12,5,3
1827,0,-1,50,2,2,4,12,5,4
1828,100,-1,28,1,4,3,2,2,-1
1829,15,-1,55,1,2,5,11,1,-1
1830,85,-1,80,2,2,4,1,4,-1
1831,85,-1,56,1,2,3,2,1,-1
1832,60,-1,39,1,2,2,12,5,4
1833,15,-1,29,1,3,2,2,2,-1
1834,15,-1,33,1,3,4,1,4,-1
1835,70,-1,58,1,3,3,12,5,2
1836,100,-1,71,1,2,3,1,2,-1
1837,0,-1,-9,2,3,4,11,3,-1
1838,0,-1,35,1,2,1,11,1,-1
1839,0,-1,49,1,4,3,11,1,-1
1840,0,-1,73,1,2,5,1,5,-1
1841,15,-7,43,1,2,4,2,2,-1
1842,0,-1,30,1,3,5,12,5,4
1843,10,-6,-9,1,2,4,1,1,-1
1844,0,-1,71,1,2,5,12,3,3
1845,70,-1,47,2,2,5,6,3,-1
1846,100,-1,28,2,3,4,1,3,-1
1847,100,-1,80,1,2,4,2,1,-1
1848,85,-1,55,1,2,3,4,1,-1
1849,0,-1,73,1,2,4,11,5,-1
1850,0,-1,62,1,2,4,10,3,-1
1851,70,-1,51,1,3,5,1,2,-1
1852,100,-1,67,2,3,2,1,1,-1
1853,85,-1,-9,1,2,1,12,5,4
1854,0,-1,80,1,4,5,10,5,-1
1855,0,-1,30,1,2,3,10,5,-1
1856,70,-1,58,1,4,3,2,3,-1
1857,0,-1,27,1,4,4,12,5,4
1858,70,-1,48,1,1,3,2,3,-1
1859,0,-1,60,1,5,1,2,1,-1
1860,0,-1,45,1,4,5,10,4,-1
1861,0,-1,40,1,2,3,9,5,-1
1862,0,-1,37,1,5,2,12,5,4
1863,75,-1,27,1,3,4,11,1,-1
1864,0,-1,49,1,3,3,12,5,4
1865,-9,-1,80,1,4,4,1,5,-1
1866,70,-1,54,1,3,5,11,5,-1
1867,0,-1,44,1,2,4,1,2,-1
1868,0,-1,59,2,2,5,2,1,-1
1869,15,-1,46,2,2,5,2,1,-1
1870,15,-1,69,2,2,3,2,3,-1
1871,70,-1,39,1,4,5,11,2,-1
1872,0,-1,77,1,2,4,1,3,-1
1873,0,-1,80,1,4,4,2,2,-1
1874,85,-6,29,2,4,5,1,3,-1
1875,0,-1,72,1,2,3,1,1,-1
1876,40,-1,50,1,2,5,1,4,-1
1877,45,-1,38,1,3,2,12,5,4
1878,30,-1,53,1,3,3,7,4,-1
1879,0,-1,63,2,2,5,2,1,-1
1880,70,-1,70,1,2,-9,2,2,-1
1881,0,-1,50,1,3,5,11,4,-1
1882,75,-1,26,1,3,4,11,1,-1
1883,85,-1,75,1,3,3,12,3,3
1884,0,-1,-9,1,4,1,2,3,-1
1885,60,-1,49,2,2,4,2,1,-1
1886,85,-1,63,1,3,4,1,1,-1
1887,0,-1,77,1,2,5,4,3,-1
1888,0,-1,65,1,2,5,11,3,-1
1889,50,-1,56,1,5,1,11,1,-1
1890,0,-1,72,1,2,5,2,1,-1
1891,0,-1,25,1,2,4,10,5,-1
1892,40,-1,80,1,3,5,2,5,-1
1893,75,-1,69,1,4,5,12,3,4
1894,0,-6,-9,1,4,3,11,5,-1
1895,30,-1,23,2,4,3,2,4,-1
1896,0,-1,56,1,2,5,12,5,4
1897,0,-1,35,1,2,4,12,5,4
1898,100,-1,80,1,2,3,1,2,-1
1899,100,-1,64,1,3,3,1,1,-1
1900,0,-1,65,1,2,3,12,3,4
1901,0,-1,62,1,4,2,12,1,3
1902,15,-1,54,1,2,3,11,1,-1
1903,-9,-1,70,1,4,2,2,3,-1
1904,0,-1,38,2,2,5,10,5,-1
1905,0,-1,54,2,2,4,12,5,4
1906,75,-1,72,1,3,3,2,3,-1
1907,0,-1,75,2,2,3,10,5,-1
1908,85,-1,66,1,5,5,11,1,-1
1909,0,-1,52,1,3,2,12,3,3
1910,0,-1,56,1,2,2,11,3,-1
1911,0,-1,70,1,2,4,2,3,-1
1912,70,-1,68,1,3,5,2,3,-1
1913,75,-1,25,1,3,3,11,3,-1
1914,50,-1,22,1,3,3,11,2,-1
1915,0,-1,63,1,4,1,11,1,-1
1916,100,-1,80,1,2,4,1,3,-1
1917,85,-1,55,1,4,4,1,1,-1
1918,30,-1,35,1,2,3,1,2,-1
1919,85,-1,41,1,4,1,11,3,-1
1920,0,-1,68,2,3,5,9,5,-1
1921,0,-1,43,1,2,4,5,4,-1
1922,0,-1,68,1,3,4,5,3,-1
1923,85,-1,80,1,2,4,1,3,-1
1924,85,-7,64,2,2,3,1,2,-1
1925,0,-1,24,1,5,1,9,5,-1
1926,0,-1,62,1,3,4,10,3,-1
1927,0,-1,58,1,3,2,12,3,4
1928,0,-1,32,1,3,5,12,4,1
1929,0,-1,36,1,2,4,9,5,-1
1930,60,-6,29,1,2,3,1,1,-1
1931,60,-1,67,1,2,3,1,4,-1
1932,85,-1,60,2,3,5,1,2,-1
1933,40,-1,41,2,2,5,11,1,-1
1934,100,-1,25,1,3,2,11,1,-1
1935,0,-1,30,1,2,5,12,5,4
1936,30,-1,63,1,4,5,12,2,4
1937,0,-1,67,2,4,4,12,3,4
1938,85,-1,47,1,2,4,1,1,-1
1939,70,-1,54,2,2,3,12,3,4
1940,15,-1,71,1,3,3,1,3,-1
1941,0,-1,45,1,2,3,2,3,-1
1942,0,-5,63,1,2,4,2,3,-1
1943,-9,-1,42,1,3,4,11,3,-1
1944,0,-1,55,1,2,5,10,5,-1
1945,60,-1,63,1,3,3,12,3,4
1946,15,-1,73,1,2,5,12,5,4
1947,15,-1,62,1,3,4,1,1,-1
1948,40,-1,50,2,3,3,12,2,3
1949,40,-1,49,1,4,2,12,2,3
1950,0,-1,58,1,2,4,2,2,-1
1951,85,-1,77,2,2,4,1,2,-1
1952,0,-1,80,1,2,4,12,5,1
1953,0,-1,78,1,3,2,10,5,-1
1954,70,-1,69,2,3,3,2,2,-1
1955,55,-1,49,2,2,1,11,5,-1
1956,100,-1,79,1,2,5,1,1,-1
1957,0,-1,68,1,2,4,5,3,-1
1958,100,-1,57,1,4,2,11,1,-1
1959,0,-1,26,1,3,1,12,3,4
1960,30,-1,78,1,4,3,1,2,-1
1961,100,-1,34,2,4,1,11,1,-1
1962,70,-1,54,1,3,2,11,3,-1
1963,-9,-1,46,2,4,4,2,1,-1
1964,0,-1,72,1,2,4,12,4,3
1965,40,-1,49,1,3,3,2,2,-1
1966,100,-1,51,1,2,1,1,1,-1
1967,0,-1,69,1,2,3,1,3,-1
1968,-9,-6,68,1,2,3,2,3,-1
1969,0,-1,68,1,2,5,2,2,-1
1970,74,-1,33,1,2,3,1,1,-1
1971,15,-1,29,1,2,3,2,3,-1
1972,0,-1,59,1,3,3,1,1,-1
1973,0,-1,42,1,3,1,11,1,-1
1974,0,-1,67,1,4,4,1,1,-1
1975,0,-1,63,1,2,3,12,5,4
1976,0,-1,24,1,3,3,9,5,-1
1977,0,-6,42,1,2,1,12,5,4
1978,0,-1,41,1,3,4,10,5,-1
1979,60,-1,24,1,3,3,11,3,-1
1980,-9,-6,30,2,2,3,6,3,-1
1981,85,-1,65,1,2,3,12,3,3
1982,0,-1,41,1,3,1,12,4,4
1983,30,-1,24,1,3,3,9,5,-1
1984,0,-1,78,1,4,3,11,1,-1
1985,0,-1,33,1,2,5,1,3,-1
1986,85,-1,35,2,2,3,2,4,-1
1987,80,-6,42,1,2,1,1,4,-1
1988,100,-1,29,1,3,1,11,2,-1
1989,100,-1,74,1,3,1,1,2,-1
1990,70,-6,23,1,4,2,9,5,-1
1991,100,-1,39,2,1,3,2,1,-1
1992,75,-1,69,1,4,3,4,1,-1
1993,85,-1,30,1,4,3,6,4,-1
1994,0,-1,29,1,4,1,9,5,-1
1995,0,-1,46,1,3,4,2,1,-1
1996,50,-1,54,1,3,3,1,2,-1
1997,0,-1,61,1,3,4,2,2,-1
1998,15,-1,39,1,2,3,1,1,-1
1999,0,-1,68,1,3,5,12,3,3
2000,100,-1,73,2,2,5,1,1,-1
2001,0,-1,25,1,4,3,11,1,-1
2002,90,-1,65,1,2,4,2,4,-1
2003,0,-1,25,1,4,4,-9,5,-1
2004,85,-1,72,2,3,2,10,3,-1
2005,100,-1,67,1,3,1,2,5,-1
2006,0,-1,29,1,2,1,2,1,-1
2007,-9,-1,-9,-9,2,5,2,3,-1
2008,0,-1,34,1,2,2,9,5,-1
2009,70,-1,27,1,3,3,2,2,-1
2010,85,-1,63,1,4,3,11,1,-1
2011,0,-1,80,1,3,5,1,2,-1
2012,0,-1,49,1,3,3,9,5,-1
2013,85,-1,55,1,4,5,1,2,-1
2014,0,-1,40,1,4,3,1,2,-1
2015,0,-1,46,1,3,5,11,4,-1
2016,15,-1,76,1,2,5,2,1,-1
2017,100,-1,61,2,3,5,2,4,-1
2018,40,-1,37,1,2,1,12,3,4
2019,0,-1,80,2,2,5,1,3,-1
2020,0,-1,39,1,2,4,1,5,-1
2021,0,-1,64,1,2,4,9,3,-1
2022,0,-1,34,1,4,3,12,5,4
2023,85,-1,80,1,2,5,1,1,-1
2024,80,-1,47,1,2,1,2,2,-1
2025,90,-6,39,1,4,3,2,1,-1
2026,85,-1,74,1,3,2,1,2,-1
2027,40,-1,62,1,4,3,11,3,-1
2028,70,-1,58,1,2,2,1,2,-1
2029,70,-1,67,1,2,3,1,1,-1
2030,0,-1,77,1,2,4,2,4,-1
2031,85,-1,42,2,2,4,11,3,-1
2032,85,-1,53,1,4,2,1,1,-1
2033,0,-1,65,1,2,3,12,4,4
2034,30,-1,49,1,3,4,2,1,-1
2035,70,-1,39,2,3,3,11,1,-1
2036,85,-5,69,1,2,4,4,1,-1
2037,0,-5,58,1,3,5,11,1,-1
2038,70,-1,77,1,2,1,9,4,-1
2039,100,-1,45,2,3,2,11,4,-1
2040,85,-6,39,1,2,1,2,3,-1
2041,0,-1,42,1,3,3,11,5,-1
2042,-9,-1,41,1,4,3,11,1,-1
2043,0,-1,49,1,4,1,11,3,-1
2044,0,-1,39,1,2,3,1,2,-1
2045,85,-1,75,1,3,3,1,3,-1
2046,0,-1,52,1,2,5,12,5,4
2047,0,-1,71,1,4,3,1,3,-1
2048,0,-1,61,1,2,5,12,5,4
2049,0,-1,80,2,2,4,1,2,-1
2050,85,-1,59,1,4,3,2,2,-1
2051,0,-1,68,1,2,4,9,5,-1
2052,0,-1,50,1,3,4,3,4,-1
2053,0,-1,67,1,2,4,2,2,-1
2054,0,-1,27,1,4,3,12,4,4
2055,0,-1,28,1,3,4,9,5,-1
2056,0,-1,67,1,3,2,2,3,-1
2057,0,-1,66,1,3,5,2,2,-1
2058,100,-1,42,2,4,5,4,1,-1
2059,5,-1,62,1,4,4,1,1,-1
2060,0,-1,37,1,2,3,12,5,4
2061,0,-1,47,1,2,4,1,4,-1
2062,90,-6,52,1,2,3,1,3,-1
2063,60,-1,58,1,2,3,2,3,-1
2064,85,-1,73,1,3,4,1,2,-1
2065,70,-1,75,1,2,4,1,2,-1
2066,0,-1,51,1,2,4,10,4,-1
2067,85,-1,24,1,4,3,2,2,-1
2068,0,-1,71,1,3,5,2,1,-1
2069,100,-1,68,1,2,3,12,2,2
2070,85,-1,-9,-9,2,3,12,4,4
2071,0,-1,61,1,2,4,12,4,4
2072,100,-1,65,2,3,3,3,1,-1
2073,100,-1,80,1,2,3,2,3,-1
2074,0,-1,40,1,3,3,2,3,-1
2075,0,-1,57,1,4,3,2,2,-1
2076,70,-1,50,1,3,3,1,1,-1
2077,70,-1,80,1,3,3,1,1,-1
2078,0,-1,75,2,2,4,9,5,-1
2079,0,-1,30,1,2,4,10,5,-1
2080,-9,-1,65,1,4,1,2,1,-1
2081,0,-1,46,1,2,4,9,5,-1
2082,0,-1,44,1,4,1,11,1,-1
2083,0,-1,35,1,2,3,11,4,-1
2084,0,-1,80,1,2,4,11,5,-1
2085,90,-1,48,1,3,2,2,4,-1
2086,100,-1,39,2,4,2,11,2,-1
2087,85,-1,35,1,2,1,11,3,-1
2088,85,-1,31,1,2,4,12,4,4
2089,95,-1,31,1,2,3,2,3,-1
2090,60,-1,25,1,2,3,10,3,-1
2091,70,-1,30,1,4,3,12,2,3
2092,30,-1,75,1,3,2,1,2,-1
2093,95,-1,62,1,2,1,1,2,-1
2094,0,-1,72,1,2,5,12,5,4
2095,0,-1,44,1,4,4,3,3,-1
2096,60,-1,-9,1,3,4,2,1,-1
2097,100,-1,80,1,2,3,1,1,-1
2098,30,-1,79,1,2,2,2,1,-1
2099,30,-1,65,1,2,4,1,2,-1
2100,0,-1,30,1,4,3,12,1,3
2101,15,-1,44,1,3,5,11,2,-1
2102,100,-1,52,2,3,1,11,2,-1
2103,70,-1,47,1,3,3,12,2,3
2104,0,-1,56,1,4,4,1,4,-1
2105,0,-1,38,1,2,3,1,2,-1
2106,0,-1,24,1,2,3,12,5,4
2107,15,-1,32,2,4,5,11,3,-1
2108,85,-1,62,1,2,3,1,3,-1
2109,60,-1,36,2,4,3,1,1,-1
2110,0,-1,50,1,2,4,11,2,-1
2111,0,-1,77,1,2,3,2,1,-1
2112,0,-1,48,1,3,5,11,1,-1
2113,0,-1,35,1,4,3,12,5,4
2114,100,-1,-9,2,3,2,1,2,-1
2115,0,-1,59,1,3,3,7,4,-1
2116,45,-1,43,2,3,3,2,5,-1
2117,100,-1,39,1,2,3,2,3,-1
2118,0,-1,55,1,2,4,2,3,-1
2119,85,-1,40,1,4,3,12,5,4
2120,92,-1,46,2,3,1,1,1,-1
2121,-9,-1,80,2,2,4,2,1,-1
2122,0,-1,41,1,3,2,11,3,-1
2123,-9,-1,72,1,4,4,1,1,-1
2124,40,-1,27,1,5,1,12,3,4
2125,15,-1,28,2,4,2,12,4,3
2126,0,-1,80,1,2,5,1,2,-1
2127,70,-1,71,1,2,4,1,3,-1
2128,15,-1,44,1,2,4,11,2,-1
2129,70,-1,46,1,2,1,2,1,-1
2130,60,-1,42,1,4,2,2,2,-1
2131,0,-1,53,1,4,4,12,5,4
2132,70,-1,54,2,4,3,2,4,-1
2133,40,-1,36,1,4,2,12,5,4
2134,0,-1,50,1,2,3,2,5,-1
2135,100,-6,27,1,5,3,1,1,-1
2136,100,-1,57,1,2,4,1,1,-1
2137,60,-1,28,1,4,3,3,5,-1
2138,85,-1,47,1,4,1,12,5,3
2139,100,-1,61,2,3,3,1,1,-1
2140,100,-1,71,2,2,4,-9,1,-1
2141,0,-1,62,1,2,4,12,3,4
2142,0,-1,22,1,2,4,10,5,-1
2143,0,-1,63,1,4,5,11,5,-1
2144,0,-1,71,2,2,5,12,5,4
2145,100,-1,77,1,4,4,1,1,-1
2146,0,-1,65,1,2,3,12,2,3
2147,100,-1,55,1,3,2,1,3,-1
2148,15,-1,44,1,2,3,11,2,-1
2149,100,-1,76,1,2,4,1,2,-1
2150,0,-1,61,1,2,4,2,4,-1
2151,0,-1,70,1,4,5,1,2,-1
2152,-9,-1,77,1,4,2,12,5,4
2153,60,-1,80,2,2,3,12,1,3
2154,100,-1,78,1,2,3,2,2,-1
2155,60,-1,54,1,4,1,12,5,4
2156,85,-1,71,1,4,3,12,3,4
2157,70,-1,45,1,3,1,10,5,-1
2158,0,-1,34,1,2,3,11,2,-1
2159,0,-1,40,1,2,3,2,5,-1
2160,-9,-1,80,-9,2,4,-9,2,-1
2161,0,-1,33,1,2,4,9,5,-1
2162,90,-1,53,1,2,4,1,1,-1
2163,85,-1,66,1,2,4,1,5,-1
2164,0,-1,37,1,3,3,2,5,-1
2165,100,-1,71,1,2,1,1,3,-1
2166,0,-1,47,1,4,2,11,1,-1
2167,100,-1,80,1,3,3,2,1,-1
2168,0,-6,62,1,4,3,12,5,4
2169,40,-1,52,1,3,5,11,3,-1
2170,40,-1,58,1,3,3,9,5,-1
2171,85,-1,69,1,3,2,11,2,-1
2172,40,-6,57,2,3,3,4,3,-1
2173,65,-1,45,1,4,4,1,5,-1
2174,100,-1,55,1,3,3,2,3,-1
2175,0,-1,33,1,2,4,10,5,-1
2176,0,-1,56,1,4,1,11,1,-1
2177,85,-1,67,2,4,3,8,3,-1
2178,0,-1,61,1,4,4,10,5,-1
2179,100,-1,75,1,2,3,1,1,-1
2180,0,-1,37,1,4,2,12,5,4
2181,0,-1,23,2,2,5,1,3,-1
2182,0,-1,43,1,2,4,10,5,-1
2183,0,-1,48,1,3,3,2,1,-1
2184,70,-1,80,1,3,3,2,1,-1
2185,0,-1,44,1,4,5,1,5,-1
2186,0,-1,80,2,2,5,1,1,-1
2187,50,-1,41,1,4,3,2,2,-1
2188,100,-1,80,1,2,3,1,3,-1
2189,85,-1,69,1,3,4,1,3,-1
2190,30,-1,37,1,3,1,12,3,4
2191,0,-1,53,1,2,5,5,4,-1
2192,-9,-1,46,1,4,3,11,1,-1
2193,0,-1,40,1,2,3,1,4,-1
2194,0,-1,26,1,2,4,1,4,-1
2195,100,-1,55,1,3,4,1,1,-1
2196,85,-1,73,1,2,3,10,5,-1
2197,0,-1,50,2,4,5,11,1,-1
2198,75,-1,63,2,2,3,12,5,4
2199,15,-1,58,1,3,4,2,2,-1
2200,0,-1,40,1,2,4,12,5,2
2201,0,-1,63,1,3,4,5,4,-1
2202,100,-1,34,1,3,4,12,3,4
2203,100,-1,77,1,3,4,1,1,-1
2204,0,-1,68,1,3,3,10,3,-1
2205,100,-1,66,1,2,3,12,5,4
2206,30,-1,39,2,3,3,10,5,-1
2207,0,-1,31,1,3,1,11,2,-1
2208,0,-1,67,1,3,1,11,1,-1
2209,30,-1,78,1,2,4,1,2,-1
2210,90,-1,49,1,2,4,2,2,-1
2211,85,-1,43,2,3,3,1,1,-1
2212,100,-1,38,1,3,4,7,4,-1
2213,0,-1,51,1,2,4,1,2,-1
2214,0,-1,33,1,2,4,3,3,-1
2215,100,-1,60,1,4,1,1,1,-1
2216,0,-1,60,1,2,4,12,5,4
2217,85,-1,50,1,2,1,12,5,4
2218,100,-1,45,1,2,3,1,1,-1
2219,30,-1,73,1,2,5,12,5,4
2220,70,-6,64,1,3,2,1,3,-1
2221,0,-1,31,1,2,5,1,3,-1
2222,75,-1,35,1,2,4,11,1,-1
2223,70,-1,29,1,3,2,2,3,-1
2224,70,-1,47,2,2,3,1,1,-1
2225,0,-1,34,1,2,2,2,3,-1
2226,100,-1,31,1,2,1,11,1,-1
2227,100,-1,63,1,2,4,1,1,-1
2228,0,-1,36,1,2,4,10,4,-1
2229,0,-1,41,1,2,5,9,5,-1
2230,30,-1,80,1,2,5,10,5,-1
2231,0,-1,53,1,4,3,9,5,-1
2232,85,-6,55,1,3,3,1,4,-1
2233,0,-1,54,1,3,3,11,1,-1
2234,0,-1,67,1,4,5,12,5,4
2235,0,-1,61,1,3,2,12,2,3
2236,50,-1,25,2,2,3,11,3,-1
2237,100,-1,-9,1,2,5,1,1,-1
2238,0,-1,63,1,4,1,11,1,-1
2239,0,-1,43,1,4,3,12,2,3
2240,85,-1,53,1,2,3,1,1,-1
2241,70,-1,64,1,2,3,11,4,-1
2242,85,-6,-9,1,3,3,1,1,-1
2243,50,-1,-9,1,4,2,-9,2,-1
2244,100,-1,56,1,4,3,11,2,-1
2245,0,-1,41,1,2,5,9,5,-1
2246,100,-1,35,1,4,1,1,2,-1
2247,0,-1,78,1,3,4,1,5,-1
2248,0,-1,54,1,4,2,11,2,-1
2249,0,-1,65,1,3,2,12,3,4
2250,85,-1,36,1,2,3,1,4,-1
2251,70,-1,59,1,2,2,1,2,-1
2252,100,-1,61,1,2,3,11,1,-1
2253,15,-1,39,1,3,3,10,4,-1
2254,70,-1,33,2,3,4,2,2,-1
2255,0,-1,43,1,3,5,11,2,-1
2256,0,-1,27,1,2,5,1,2,-1
2257,0,-1,34,1,5,1,11,1,-1
2258,100,-1,73,1,2,5,1,2,-1
2259,0,-6,34,2,2,4,1,3,-1
2260,100,-1,60,1,2,2,11,1,-1
2261,-9,-1,50,1,2,4,11,3,-1
2262,0,-1,-9,1,3,3,-9,4,-1
2263,85,-1,48,1,4,3,11,2,-1
2264,100,-1,71,1,4,5,1,1,-1
2265,0,-6,23,1,4,3,2,3,-1
2266,70,-1,33,1,2,2,11,1,-1
2267,0,-1,65,1,2,4,-9,-9,-1
2268,60,-1,22,1,4,1,1,1,-1
2269,50,-1,54,1,4,3,7,3,-1
2270,100,-1,-9,1,2,3,1,1,-1
2271,0,-1,51,2,2,5,11,1,-1
2272,100,-1,52,1,3,1,12,4,3
2273,-9,-1,-9,-9,1,-9,-9,-9,-1
2274,0,-1,64,1,2,2,11,3,-1
2275,0,-1,55,2,2,5,2,3,-1
2276,0,-1,41,1,3,4,1,1,-1
2277,85,-1,37,1,4,1,2,4,-1
2278,0,-1,43,1,2,4,1,1,-1
2279,100,-1,76,1,2,4,2,2,-1
2280,70,-6,72,1,4,1,1,2,-1
2281,70,-7,37,1,4,2,1,3,-1
2282,-9,-1,59,1,2,4,12,5,3
2283,0,-1,50,1,2,4,11,1,-1
2284,100,-1,57,1,5,5,2,3,-1
2285,0,-1,44,1,3,3,12,5,2
2286,0,-6,38,1,2,5,7,5,-1
2287,75,-1,39,2,2,3,11,3,-1
2288,0,-1,28,1,3,3,12,5,4
2289,75,-1,42,1,2,4,11,2,-1
2290,85,-1,63,1,3,1,2,1,-1
2291,0,-1,77,1,2,5,9,5,-1
2292,70,-1,59,1,3,3,12,5,3
2293,100,-1,64,1,4,3,2,1,-1
2294,0,-1,75,1,2,2,2,2,-1
2295,0,-1,60,1,4,3,1,2,-1
2296,50,-1,25,1,3,2,2,3,-1
2297,100,-1,75,1,2,4,1,2,-1
2298,90,-1,27,1,2,1,2,5,-1
2299,85,-1,-9,1,2,3,1,1,-1
2300,95,-1,37,1,2,3,2,3,-1
2301,70,-1,25,1,3,3,3,2,-1
2302,80,-1,66,1,2,4,1,2,-1
2303,0,-1,64,1,3,3,11,1,-1
2304,0,-1,60,1,3,4,11,1,-1
2305,40,-1,26,1,2,2,1,2,-1
2306,-9,-1,69,2,3,5,5,3,-1
2307,49,-1,21,1,3,3,1,1,-1
2308,60,-1,67,1,3,4,1,1,-1
2309,5,-1,23,1,3,3,9,5,-1
2310,100,-1,62,2,2,5,1,2,-1
2311,60,-1,63,1,3,4,1,1,-1
2312,0,-1,39,1,2,3,11,2,-1
2313,85,-1,80,2,2,3,12,5,4
2314,60,-6,23,1,4,3,1,4,-1
2315,-9,-1,72,1,3,3,2,1,-1
2316,100,-1,51,1,3,4,1,1,-1
2317,0,-1,62,1,4,3,1,1,-1
2318,85,-1,49,2,2,3,1,1,-1
2319,100,-1,64,1,4,3,1,1,-1
2320,70,-1,50,2,4,3,3,1,-1
2321,100,-1,39,2,3,3,12,3,3
2322,60,-1,46,1,3,5,12,5,4
2323,60,-1,34,1,2,3,12,5,4
2324,40,-1,54,1,2,3,1,3,-1
2325,0,-1,61,1,4,3,2,5,-1
2326,100,-1,64,1,2,4,1,1,-1
2327,85,-5,62,2,4,3,12,2,3
2328,15,-1,35,1,3,5,9,5,-1
2329,0,-1,43,1,2,3,2,3,-1
2330,85,-1,58,2,4,3,1,2,-1
2331,15,-1,68,1,3,3,2,3,-1
2332,0,-1,78,1,2,5,11,3,-1
2333,85,-1,48,1,3,3,1,2,-1
2334,0,-1,80,1,3,4,1,1,-1
2335,0,-1,46,1,2,5,12,5,4
2336,0,-1,71,1,2,5,2,2,-1
2337,15,-1,64,1,3,5,1,1,-1
2338,15,-1,23,1,2,3,12,5,4
2339,0,-1,44,1,4,1,11,5,-1
2340,100,-1,50,1,2,4,4,1,-1
2341,15,-1,27,1,3,3,12,5,1
2342,100,-1,54,2,2,4,11,5,-1
2343,0,-1,45,1,4,1,11,3,-1
2344,70,-1,68,2,2,5,1,2,-1
2345,100,-1,23,2,3,3,12,2,4
2346,0,-1,23,1,2,4,2,3,-1
2347,30,-1,77,1,2,4,12,2,4
